CAGR,BM_CAGR,excess_CAGR,Sharpe,MDD,Vol,WinRate,Alpha_ann,Beta,AvgTurnover,FinalEquity
0.02900596878339523,-0.02934885232409845,0.05835482110749368,0.3022937332651656,-0.3138236358751352,0.118209814321415,0.5260273972602739,0.04087671025244826,0.4550647577532734,0.2051055022411901,1.1803049222090645
